"row_id";"pedido";"data_pedido";"data_envio";"tipo_envio";"id_cliente";"nome_cliente";"Segmento";"Cidade";"Estado";"pais";"regiao";"material";"Categoria";"sub_categoria";"desc_material";"Vendas";"Quantidade";"Desconto";"Lucro"
5535;US-2022-140494;"8/3/2022";"8/7/2022";Classe padrão;NL-19270;Nicole Lima;Grande Empresa;Buenos Aires;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-PA-10000521;Material de escritório;Papel;Enermax Caderno, Embalagem com 12;"652,8";5;"0,4";-174,2
5536;MX-2020-154641;"10/15/2020";"10/19/2020";Classe padrão;ÁA-10015;Ágatha Alves;Varejo;Barueri;São Paulo;Brasil;Sul;TEC-AC-10004650;Tecnologia;Acessórios;Logitech Mouse, Programável;"615,6";3;"0";"227,4"
5537;US-2022-109491;"5/7/2022";"5/11/2022";Classe padrão;NL-19270;Nicole Lima;Grande Empresa;Salamanca;Guanajuato;México;Norte;MÓV-MÓ-10002220;Móveis;Móveis;Deflect-O Lâmpada, Embalagem multipack;"152,4";2;"0,4";-96,8
5538;US-2022-109491;"5/7/2022";"5/11/2022";Classe padrão;NL-19270;Nicole Lima;Grande Empresa;Salamanca;Guanajuato;México;Norte;MAT-CO-10004172;Material de escritório;Colchetes;Stockwell Clips de papel, Metal;"186,8";2;"0";"9,2"
5539;MX-2023-104346;"3/28/2023";"4/2/2023";Classe padrão;VS-21355;Vinicius Silva;Grande Empresa;San Martín;San Salvador;El Salvador;Central;TEC-AC-10002930;Tecnologia;Acessórios;Enermax Cartão de memória, Durável;"2292";3;"0";"687,6"
5540;MX-2023-104346;"3/28/2023";"4/2/2023";Classe padrão;VS-21355;Vinicius Silva;Grande Empresa;San Martín;San Salvador;El Salvador;Central;TEC-TE-10004136;Tecnologia;Telefones;Cisco Telefone do escritório, Embalagem tipo bulk;"1074";2;"0";"440"
5541;MX-2023-104346;"3/28/2023";"4/2/2023";Classe padrão;VS-21355;Vinicius Silva;Grande Empresa;San Martín;San Salvador;El Salvador;Central;MAT-AR-10003711;Material de escritório;Arte;Stanley Apontador, Embalagem tipo bulk;"668";4;"0";"300"
5542;US-2022-107776;"10/10/2022";"10/14/2022";Classe padrão;SC-20605;Sophia Cunha;Varejo;Milpa Alta;Distrito Federal;México;Norte;MÓV-ES-10004806;Móveis;Estantes;Safco Estante tradicional, Branco;"7050,72";3;"0,2";-1322,28
5543;MX-2022-116946;"11/2/2022";"11/3/2022";Primeira classe;GA-14995;Gustavo Araujo;Varejo;Morelia;Michoacán;México;Norte;MAT-PA-10000104;Material de escritório;Papel;Green Bar Papel de pergaminho, Embalagem com 12;"555,2";4;"0";"277,6"
5544;MX-2022-108658;"9/27/2022";"9/29/2022";Primeira classe;VC-21610;Vitoria Cardoso;Varejo;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MAT-CO-10002266;Material de escritório;Colchetes;Stockwell Percevejo niquelado, Embalagem tipo bulk;"262,8";3;"0";"57,6"
5545;MX-2022-108658;"9/27/2022";"9/29/2022";Primeira classe;VC-21610;Vitoria Cardoso;Varejo;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MAT-ET-10001319;Material de escritório;Etiquetas;HON Etiquetas de envio, Branco;"151,6";2;"0";"10,4"
5546;MX-2022-108658;"9/27/2022";"9/29/2022";Primeira classe;VC-21610;Vitoria Cardoso;Varejo;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MAT-AR-10003420;Material de escritório;Armazenamento;Tenex Bandejas, Industrial;"729,2";2;"0";"284"
5547;MX-2022-108658;"9/27/2022";"9/29/2022";Primeira classe;VC-21610;Vitoria Cardoso;Varejo;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MAT-EN-10002793;Material de escritório;Envelopes;Ames Com lacre, Prata;"1530";6;"0";"550,8"
5548;MX-2022-108658;"9/27/2022";"9/29/2022";Primeira classe;VC-21610;Vitoria Cardoso;Varejo;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;TEC-TE-10002321;Tecnologia;Telefones;Cisco Carregador, Tamanhos variados;"4361,6";1;"0";"43,6"
5549;MX-2022-108658;"9/27/2022";"9/29/2022";Primeira classe;VC-21610;Vitoria Cardoso;Varejo;Santiago de Cuba;Santiago de Cuba;Cuba;Caribe;MÓV-MÓ-10000306;Móveis;Móveis;Eldon Relógio de parede, Durável;"1071";3;"0";"96"
5550;MX-2020-105998;"11/26/2020";"11/30/2020";Classe padrão;LB-17875;Luiza Barros;Pequenas e Medias Empresas;Zapopan;Jalisco;México;Norte;TEC-AC-10004745;Tecnologia;Acessórios;Memorex Teclado numérico, Programável;"1245,6";4;"0";"497,6"
5551;MX-2021-126788;"9/18/2021";"9/24/2021";Classe padrão;SR-20575;Sofia Rocha;Varejo;San Luis Potosí;San Luis Potosí;México;Norte;MAT-PA-10002624;Material de escritório;Papel;SanDisk Resma, Reciclado;"594";3;"0";"82,8"
5552;MX-2021-126788;"9/18/2021";"9/24/2021";Classe padrão;SR-20575;Sofia Rocha;Varejo;San Luis Potosí;San Luis Potosí;México;Norte;MAT-AR-10000063;Material de escritório;Arte;Sanford Marcadores de texto, Azul;"315";3;"0";"116,4"
5553;MX-2023-136266;"11/11/2023";"11/15/2023";Classe padrão;MG-19000;Miguel Goncalves;Pequenas e Medias Empresas;Morelia;Michoacán;México;Norte;MAT-FI-10000495;Material de escritório;Fichários;Cardinal Perfurador, Durável;"1414";7;"0";"324,8"
5554;MX-2022-111437;"11/7/2022";"11/14/2022";Classe padrão;KB-16135;Kai Barros;Pequenas e Medias Empresas;Jacareí;São Paulo;Brasil;Sul;MAT-AR-10000174;Material de escritório;Arte;BIC Marcadores de texto, Azul;"378,6";3;"0";"154,8"
5555;MX-2021-119207;"3/14/2021";"3/20/2021";Classe padrão;VS-21115;Victor Souza;Grande Empresa;Milpa Alta;Distrito Federal;México;Norte;MAT-EN-10003050;Material de escritório;Envelopes;Ames Fita dupla face, Prata;"1406";10;"0";"266"
5556;US-2022-100566;"10/31/2022";"11/5/2022";Segunda classe;BA-11590;Bruna Almeida;Grande Empresa;El Progreso;Yoro;Honduras;Central;MAT-EN-10001448;Material de escritório;Envelopes;Cameo Envelope kraft, Prata;"588";5;"0,4";-187
5557;MX-2023-108448;"6/5/2023";"6/9/2023";Classe padrão;SL-20380;Sarah Lima;Varejo;Querétaro;Querétaro;México;Norte;TEC-TE-10003100;Tecnologia;Telefones;Cisco Smart Phone, Embalagem tipo bulk;"1847,6";2;"0";"406,4"
5558;MX-2023-108448;"6/5/2023";"6/9/2023";Classe padrão;SL-20380;Sarah Lima;Varejo;Querétaro;Querétaro;México;Norte;MAT-AR-10001020;Material de escritório;Arte;Crayola Canetas, Tamanhos variados;"806,4";8;"0";"313,6"
5559;MX-2021-152737;"11/20/2021";"11/25/2021";Classe padrão;JL-15505;Joao Lima;Varejo;Apopa;San Salvador;El Salvador;Central;MÓV-MÓ-10002552;Móveis;Móveis;Eldon Lâmpada, Preto;"672";4;"0";"194,4"
5560;MX-2023-130001;"7/28/2023";"7/28/2023";No mesmo dia;PS-19555;Pedro Santos;Varejo;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-CO-10001844;Material de escritório;Colchetes;Advantus Percevejo niquelado, Embalagem tipo bulk;"652,32";9;"0,2";"186,12"
5561;MX-2023-130001;"7/28/2023";"7/28/2023";No mesmo dia;PS-19555;Pedro Santos;Varejo;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-FI-10004341;Material de escritório;Fichários;Avery Perfurador, Reciclado;"752,8";5;"0,2";-113,2
5562;MX-2023-130001;"7/28/2023";"7/28/2023";No mesmo dia;PS-19555;Pedro Santos;Varejo;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;TEC-TE-10004447;Tecnologia;Telefones;Apple Telefone do escritório, Tamanhos variados;"1090,08";3;"0,2";"394,68"
5563;MX-2022-142153;"6/8/2022";"6/13/2022";Classe padrão;SA-20470;Sofia Araujo;Varejo;Miramar;Tamaulipas;México;Norte;MAT-AR-10004240;Material de escritório;Arte;Stanley Bloco de desenho, Metal;"609,2";2;"0";"237,2"
5564;MX-2022-142153;"6/8/2022";"6/13/2022";Classe padrão;SA-20470;Sofia Araujo;Varejo;Miramar;Tamaulipas;México;Norte;MAT-ET-10000900;Material de escritório;Etiquetas;Novimex Etiquetas para organização de pastas, Durável;"518,4";9;"0";"180"
5565;MX-2022-142153;"6/8/2022";"6/13/2022";Classe padrão;SA-20470;Sofia Araujo;Varejo;Miramar;Tamaulipas;México;Norte;MAT-ET-10001326;Material de escritório;Etiquetas;Novimex Etiquetas para codificação colorida, Durável;"256,2";3;"0";"53,4"
5566;MX-2022-142153;"6/8/2022";"6/13/2022";Classe padrão;SA-20470;Sofia Araujo;Varejo;Miramar;Tamaulipas;México;Norte;TEC-TE-10003739;Tecnologia;Telefones;Nokia Caixa de som, Tamanho real;"2240,4";2;"0";"627,2"
5567;MX-2022-142153;"6/8/2022";"6/13/2022";Classe padrão;SA-20470;Sofia Araujo;Varejo;Miramar;Tamaulipas;México;Norte;MAT-AR-10004344;Material de escritório;Arte;BIC Marcador, Tamanhos variados;"394,8";2;"0";"189,2"
5568;MX-2021-165330;"1/9/2021";"1/14/2021";Classe padrão;NA-19225;Nicolash Araujo;Varejo;Reynosa;Tamaulipas;México;Norte;MÓV-ES-10001900;Móveis;Estantes;Sauder Estante tradicional, Tradicional;"20927,52";9;"0,2";"522,72"
5569;MX-2022-130876;"1/5/2022";"1/5/2022";No mesmo dia;MF-18985;Miguel Ferreira;Pequenas e Medias Empresas;Gómez Palacio;Durango;México;Norte;MAT-PA-10000202;Material de escritório;Papel;Xerox Artigos de papelaria, Reciclado;"598,4";2;"0";"275,2"
5570;MX-2022-130876;"1/5/2022";"1/5/2022";No mesmo dia;MF-18985;Miguel Ferreira;Pequenas e Medias Empresas;Gómez Palacio;Durango;México;Norte;MAT-AC-10002378;Material de escritório;Eletrônicos;KitchenAid Liquidificador, Vermelho;"1318";2;"0";"355,6"
5571;MX-2022-130876;"1/5/2022";"1/5/2022";No mesmo dia;MF-18985;Miguel Ferreira;Pequenas e Medias Empresas;Gómez Palacio;Durango;México;Norte;MÓV-CA-10001700;Móveis;Cadeiras;Novimex Cadeira dobrável, Vermelho;"3069,92";7;"0,2";-767,48
5572;US-2021-102017;"6/20/2021";"6/25/2021";Classe padrão;VB-21190;Vinícius Barbosa;Grande Empresa;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-EN-10002451;Material de escritório;Envelopes;GlobeWeis Envelope kraft, Conjunto de 50;"1460,8";10;"0,2";-73,2
5573;US-2021-102017;"6/20/2021";"6/25/2021";Classe padrão;VB-21190;Vinícius Barbosa;Grande Empresa;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-MA-10003705;Material de escritório;Materiais;Stiletto Tesouras, Industrial;"134,56";1;"0,2";"20,16"
5574;US-2021-102017;"6/20/2021";"6/25/2021";Classe padrão;VB-21190;Vinícius Barbosa;Grande Empresa;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-FI-10000841;Material de escritório;Fichários;Ibico Capa para fichário, Reciclado;"224,16";3;"0,2";-42,24
5575;US-2020-137001;"12/6/2020";"12/10/2020";Segunda classe;VP-21100;Victor Pinto;Varejo;Carrefour;Ouest;Haiti;Caribe;TEC-AC-10002012;Tecnologia;Acessórios;Logitech Cartão de memória, Programável;"1258,56";3;"0,4";-650,64
5576;US-2020-137001;"12/6/2020";"12/10/2020";Segunda classe;VP-21100;Victor Pinto;Varejo;Carrefour;Ouest;Haiti;Caribe;MÓV-CA-10000570;Móveis;Cadeiras;SAFCO Poltrona, Preto;"3672";2;"0,4";-367,2
5577;MX-2023-153227;"9/8/2023";"9/14/2023";Classe padrão;AC-10150;Alex Cavalcanti;Varejo;Santa Catarina;Novo Leão;México;Norte;MAT-MA-10000991;Material de escritório;Materiais;Stiletto Tesouras, Retangular;"677";5;"0";"60"
5578;MX-2023-153227;"9/8/2023";"9/14/2023";Classe padrão;AC-10150;Alex Cavalcanti;Varejo;Santa Catarina;Novo Leão;México;Norte;MAT-EN-10000871;Material de escritório;Envelopes;Jiffy Fita dupla face, Prata;"1195,2";8;"0";"297,6"
5579;MX-2022-138828;"12/21/2022";"12/22/2022";Primeira classe;KD-16405;Kauan Dias;Pequenas e Medias Empresas;Águas Lindas de Goiás;Goiás;Brasil;Sul;MAT-ET-10003421;Material de escritório;Etiquetas;Smead Etiquetas para codificação colorida, Ajustável;"146";2;"0";"39,2"
5580;US-2023-148922;"11/22/2023";"11/29/2023";Classe padrão;JC-15970;Julieta Costa;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-CO-10000971;Material de escritório;Colchetes;Advantus Clips de papel, Tamanhos variados;"45,6";1;"0,4";-29
5581;US-2023-148922;"11/22/2023";"11/29/2023";Classe padrão;JC-15970;Julieta Costa;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-MA-10002046;Material de escritório;Materiais;Fiskars Tesouras, Azul;"762,24";4;"0,4";-152,96
5582;US-2023-148922;"11/22/2023";"11/29/2023";Classe padrão;JC-15970;Julieta Costa;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-MA-10002004;Material de escritório;Materiais;Stiletto Tesouras, Aço;"1329,72";7;"0,4";-376,88
5583;US-2023-148922;"11/22/2023";"11/29/2023";Classe padrão;JC-15970;Julieta Costa;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-FI-10002671;Material de escritório;Fichários;Acco Capa para fichário, Reciclado;"109,44";2;"0,4";-56,56
5584;US-2023-148922;"11/22/2023";"11/29/2023";Classe padrão;JC-15970;Julieta Costa;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-AR-10001323;Material de escritório;Arte;Stanley Tela, Azul;"395,76";2;"0,4";"52,56"
5585;US-2023-148922;"11/22/2023";"11/29/2023";Classe padrão;JC-15970;Julieta Costa;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-CO-10001412;Material de escritório;Colchetes;Accos Grampos, Metal;"132,84";3;"0,4";-38,16
5586;MX-2023-137337;"6/24/2023";"6/29/2023";Segunda classe;BM-11725;Bruna Martins;Varejo;Buenos Aires;Cidade Autônoma de Buenos Aires;Argentina;Sul;MAT-AC-10001496;Material de escritório;Eletrônicos;KitchenAid Micro-ondas, Prata;"2488,56";2;"0,4";"331,76"
5587;MX-2023-137337;"6/24/2023";"6/29/2023";Segunda classe;BM-11725;Bruna Martins;Varejo;Buenos Aires;Cidade Autônoma de Buenos Aires;Argentina;Sul;MÓV-CA-10001262;Móveis;Cadeiras;Novimex Protetor de piso, Ajustável;"1647,24";7;"0,4";-797,16
5588;MX-2022-107006;"12/11/2022";"12/12/2022";Primeira classe;MA-18565;Martim Almeida;Pequenas e Medias Empresas;Palma Soriano;Santiago de Cuba;Cuba;Caribe;MAT-AR-10003499;Material de escritório;Armazenamento;Rogers Bandejas, Azul;"1644,8";4;"0";"180,8"
5589;MX-2022-107006;"12/11/2022";"12/12/2022";Primeira classe;MA-18565;Martim Almeida;Pequenas e Medias Empresas;Palma Soriano;Santiago de Cuba;Cuba;Caribe;MÓV-ME-10000738;Móveis;Mesas;Lesro Mesa de centro, Preto;"11760";7;"0";"0"
5590;MX-2022-107006;"12/11/2022";"12/12/2022";Primeira classe;MA-18565;Martim Almeida;Pequenas e Medias Empresas;Palma Soriano;Santiago de Cuba;Cuba;Caribe;MAT-ET-10002432;Material de escritório;Etiquetas;HON Etiquetas removíveis, Branco;"136,8";2;"0";"18,8"
5591;MX-2022-107006;"12/11/2022";"12/12/2022";Primeira classe;MA-18565;Martim Almeida;Pequenas e Medias Empresas;Palma Soriano;Santiago de Cuba;Cuba;Caribe;MAT-FI-10001531;Material de escritório;Fichários;Avery Encadernadora, Reciclado;"328";1;"0";"72"
5592;US-2020-104052;"6/5/2020";"6/8/2020";Primeira classe;OC-19360;Otávio Cavalcanti;Varejo;Cidade do Panamá;Panamá;Panamá;Central;MAT-MA-10000059;Material de escritório;Materiais;Acme Estilete, Retangular;"276";2;"0,4";-36,8
5593;MX-2022-134600;"10/1/2022";"10/3/2022";Segunda classe;SS-20410;Sarah Santos;Varejo;Acayucan;Veracruz;México;Norte;MAT-FI-10001380;Material de escritório;Fichários;Avery Reforço para fichário, Econômico;"147";5;"0";"44"
5594;MX-2022-134600;"10/1/2022";"10/3/2022";Segunda classe;SS-20410;Sarah Santos;Varejo;Acayucan;Veracruz;México;Norte;MAT-AR-10002439;Material de escritório;Arte;BIC Canetas, Azul;"95,2";1;"0";"0,8"
5595;MX-2022-134600;"10/1/2022";"10/3/2022";Segunda classe;SS-20410;Sarah Santos;Varejo;Acayucan;Veracruz;México;Norte;MAT-FI-10002363;Material de escritório;Fichários;Ibico Divisórias, Durável;"416,4";6;"0";"37,2"
5596;MX-2022-134600;"10/1/2022";"10/3/2022";Segunda classe;SS-20410;Sarah Santos;Varejo;Acayucan;Veracruz;México;Norte;MÓV-CA-10002356;Móveis;Cadeiras;SAFCO Cadeira de praia, Vermelho;"1318,4";5;"0,2";-0,6
5597;US-2021-119438;"9/15/2021";"9/20/2021";Segunda classe;GA-14440;Gabriela Almeida;Varejo;Neuquén;Neuquén;Argentina;Sul;MÓV-ES-10001953;Móveis;Estantes;Safco Biblioteca, Preto;"1564,56";1;"0,4";-0,04
5598;US-2021-119438;"9/15/2021";"9/20/2021";Segunda classe;GA-14440;Gabriela Almeida;Varejo;Neuquén;Neuquén;Argentina;Sul;MAT-MA-10001734;Material de escritório;Materiais;Acme Abridor de carta, Retangular;"322,92";3;"0,4";-22,08
5599;MX-2021-148663;"6/14/2021";"6/18/2021";Classe padrão;CF-12565;Clara Ferreira;Varejo;São Paulo;São Paulo;Brasil;Sul;MAT-EN-10001135;Material de escritório;Envelopes;Jiffy Malote, Reciclado;"603,2";2;"0";"204,8"
5600;MX-2021-148663;"6/14/2021";"6/18/2021";Classe padrão;CF-12565;Clara Ferreira;Varejo;São Paulo;São Paulo;Brasil;Sul;MAT-CO-10000361;Material de escritório;Colchetes;Stockwell Grampos, Metal;"436,8";6;"0";"205,2"
5601;MX-2021-148663;"6/14/2021";"6/18/2021";Classe padrão;CF-12565;Clara Ferreira;Varejo;São Paulo;São Paulo;Brasil;Sul;MAT-EN-10004578;Material de escritório;Envelopes;Cameo Fita dupla face, Prata;"312";2;"0";"15,6"
5602;MX-2022-127866;"2/8/2022";"2/11/2022";Segunda classe;IC-15325;Isabella Cavalcanti;Grande Empresa;Managua;Managua;Nicarágua;Central;MAT-AR-10001578;Material de escritório;Armazenamento;Eldon Carrinho bandeja, Tamanho real;"10233,6";12;"0";"1840,8"
5603;US-2021-110870;"3/23/2021";"3/23/2021";No mesmo dia;SC-20260;Samuel Cavalcanti;Grande Empresa;Celaya;Guanajuato;México;Norte;MÓV-ES-10003175;Móveis;Estantes;Ikea Conjunto de pratelheiras, Metal;"6339,2";7;"0,2";-396,2
5604;MX-2022-166471;"3/16/2022";"3/20/2022";Classe padrão;BC-10990;Beatrice Cunha;Pequenas e Medias Empresas;Manaus;Amazonas;Brasil;Sul;MAT-MA-10000797;Material de escritório;Materiais;Kleencut Tesouras, Retangular;"2028,6";7;"0";"791"
5605;MX-2022-166471;"3/16/2022";"3/20/2022";Classe padrão;BC-10990;Beatrice Cunha;Pequenas e Medias Empresas;Manaus;Amazonas;Brasil;Sul;MÓV-CA-10000803;Móveis;Cadeiras;Office Star Cadeira de balanço, Par;"3817,6";4;"0";"877,6"
5606;MX-2022-166471;"3/16/2022";"3/20/2022";Classe padrão;BC-10990;Beatrice Cunha;Pequenas e Medias Empresas;Manaus;Amazonas;Brasil;Sul;TEC-CO-10001715;Tecnologia;Copiadoras;Brother Copiadora para uso pessoal, Digital;"1896,5992";2;"0,002";"832,1992"
5607;MX-2022-166471;"3/16/2022";"3/20/2022";Classe padrão;BC-10990;Beatrice Cunha;Pequenas e Medias Empresas;Manaus;Amazonas;Brasil;Sul;MAT-ET-10002680;Material de escritório;Etiquetas;Novimex Etiquetas jurídicas, Branco;"139,6";2;"0";"32"
5608;US-2021-123141;"4/18/2021";"4/23/2021";Classe padrão;DM-13105;Douglas Melo;Grande Empresa;Santiago de los Caballeros;Santiago;República Dominicana;Caribe;MAT-AR-10004561;Material de escritório;Armazenamento;Rogers Pastas, Tamanho real;"327,68";2;"0,2";-37,12
5609;MX-2022-143287;"1/28/2022";"2/2/2022";Classe padrão;LD-16975;Leonardo Dias;Pequenas e Medias Empresas;Caucaia;Ceará;Brasil;Sul;MÓV-ES-10002152;Móveis;Estantes;Sauder Conjunto de pratelheiras, Tradicional;"5188,8";4;"0";"2023,2"
5610;MX-2022-143287;"1/28/2022";"2/2/2022";Classe padrão;LD-16975;Leonardo Dias;Pequenas e Medias Empresas;Caucaia;Ceará;Brasil;Sul;TEC-TE-10004795;Tecnologia;Telefones;Samsung Telefone do escritório, Tamanho real;"2217";5;"0";"687"
5611;MX-2022-143287;"1/28/2022";"2/2/2022";Classe padrão;LD-16975;Leonardo Dias;Pequenas e Medias Empresas;Caucaia;Ceará;Brasil;Sul;MAT-ET-10002113;Material de escritório;Etiquetas;Harbour Creations Etiquetas removíveis, Durável;"143,2";2;"0";"27,2"
5612;MX-2022-143287;"1/28/2022";"2/2/2022";Classe padrão;LD-16975;Leonardo Dias;Pequenas e Medias Empresas;Caucaia;Ceará;Brasil;Sul;MAT-FI-10000774;Material de escritório;Fichários;Avery Perfurador, Econômico;"743,2";4;"0";"260"
5613;MX-2022-143287;"1/28/2022";"2/2/2022";Classe padrão;LD-16975;Leonardo Dias;Pequenas e Medias Empresas;Caucaia;Ceará;Brasil;Sul;MAT-CO-10001360;Material de escritório;Colchetes;Stockwell Clips de papel, Embalagem tipo bulk;"185,2";2;"0";"50"
5614;MX-2022-143287;"1/28/2022";"2/2/2022";Classe padrão;LD-16975;Leonardo Dias;Pequenas e Medias Empresas;Caucaia;Ceará;Brasil;Sul;TEC-TE-10000976;Tecnologia;Telefones;Samsung Repetidor de sinal, Tamanhos variados;"2788,8";3;"0";"892,2"
5615;MX-2021-143091;"6/3/2021";"6/7/2021";Classe padrão;CP-12130;Camila Pinto;Varejo;José Bonifácio;São Paulo;Brasil;Sul;MÓV-MÓ-10000630;Móveis;Móveis;Rubbermaid Lâmpada, Durável;"529";5;"0";"111"
5616;MX-2021-143091;"6/3/2021";"6/7/2021";Classe padrão;CP-12130;Camila Pinto;Varejo;José Bonifácio;São Paulo;Brasil;Sul;MAT-PA-10004608;Material de escritório;Papel;SanDisk Cadernetas, Embalagem com 12;"281,6";2;"0";"11,2"
5617;MX-2021-126074;"5/8/2021";"5/12/2021";Classe padrão;ID-15145;Igor Dias;Grande Empresa;Campo Grande;Mato Grosso do Sul;Brasil;Sul;MAT-AR-10004677;Material de escritório;Arte;Crayola Apontador, Tamanhos variados;"1791";9;"0";"268,2"
5618;MX-2021-126074;"5/8/2021";"5/12/2021";Classe padrão;ID-15145;Igor Dias;Grande Empresa;Campo Grande;Mato Grosso do Sul;Brasil;Sul;TEC-TE-10004236;Tecnologia;Telefones;Nokia Telefone do escritório, Azul;"1736,8";4;"0";"642,4"
5619;MX-2020-163342;"11/9/2020";"11/13/2020";Segunda classe;LC-16570;Larissa Cardoso;Varejo;Sonsonate;Sonsonate;El Salvador;Central;MAT-FI-10002057;Material de escritório;Fichários;Ibico Pasta argolada, Reciclado;"844,8";8;"0";"328"
5620;MX-2020-164973;"4/27/2020";"4/29/2020";Primeira classe;CA-12310;Carolina Alves;Grande Empresa;Huehuetenango;Huehuetenango;Guatemala;Central;MÓV-MÓ-10001780;Móveis;Móveis;Deflect-O Caixa para correspondência, Premium;"318,8";2;"0";"73,2"
5621;MX-2020-164973;"4/27/2020";"4/29/2020";Primeira classe;CA-12310;Carolina Alves;Grande Empresa;Huehuetenango;Huehuetenango;Guatemala;Central;MAT-ET-10001887;Material de escritório;Etiquetas;Novimex Etiquetas para codificação colorida, Vermelho;"489,6";6;"0";"68,4"
5622;MX-2020-156895;"3/13/2020";"3/13/2020";No mesmo dia;VD-21445;Vitór Dias;Grande Empresa;Chinautla;Guatemala;Guatemala;Central;MAT-AR-10001630;Material de escritório;Arte;BIC Bloco de desenho, Embalagem tipo bulk;"652,4";2;"0";"221,6"
5623;MX-2022-164385;"6/29/2022";"7/3/2022";Classe padrão;IL-15160;Igor Lima;Pequenas e Medias Empresas;Villa Nueva;Guatemala;Guatemala;Central;MÓV-CA-10001700;Móveis;Cadeiras;Novimex Cadeira dobrável, Vermelho;"1644,6";3;"0";"0"
5624;MX-2022-164385;"6/29/2022";"7/3/2022";Classe padrão;IL-15160;Igor Lima;Pequenas e Medias Empresas;Villa Nueva;Guatemala;Guatemala;Central;TEC-AC-10004745;Tecnologia;Acessórios;Memorex Teclado numérico, Programável;"934,2";3;"0";"373,2"
5625;MX-2022-164385;"6/29/2022";"7/3/2022";Classe padrão;IL-15160;Igor Lima;Pequenas e Medias Empresas;Villa Nueva;Guatemala;Guatemala;Central;MÓV-MÓ-10000949;Móveis;Móveis;Advantus Lâmpada, Durável;"342";3;"0";"23,4"
5626;MX-2023-129343;"11/21/2023";"11/26/2023";Classe padrão;TR-20770;Tânia Ribeiro;Grande Empresa;Huixquilucan;México;México;Norte;MAT-PA-10000754;Material de escritório;Papel;Enermax Resma, Multicolorido;"796,8";4;"0";"342,4"
5627;MX-2023-129343;"11/21/2023";"11/26/2023";Classe padrão;TR-20770;Tânia Ribeiro;Grande Empresa;Huixquilucan;México;México;Norte;MAT-MA-10000797;Material de escritório;Materiais;Kleencut Tesouras, Retangular;"579,6";2;"0";"226"
5628;MX-2023-133802;"5/21/2023";"5/25/2023";Classe padrão;CD-12325;Carolina Dias;Pequenas e Medias Empresas;Ciego de Ávila;Ciego de Ávila;Cuba;Caribe;MAT-PA-10003102;Material de escritório;Papel;SanDisk Cadernetas, Premium;"226,4";2;"0";"54"
5629;MX-2023-133802;"5/21/2023";"5/25/2023";Classe padrão;CD-12325;Carolina Dias;Pequenas e Medias Empresas;Ciego de Ávila;Ciego de Ávila;Cuba;Caribe;MAT-FI-10000063;Material de escritório;Fichários;Avery Pasta argolada, Transparente;"164,8";2;"0";"34,4"
5630;MX-2022-103625;"11/22/2022";"11/29/2022";Classe padrão;LM-17230;Letícia Martins;Varejo;Quetzaltenango;Quezaltenango;Guatemala;Central;MAT-EN-10004839;Material de escritório;Envelopes;Cameo Envelope profissional, Reciclado;"210";2;"0";"100,8"
5631;MX-2021-105452;"11/11/2021";"11/14/2021";Primeira classe;RA-20125;Ryan Azevedo;Pequenas e Medias Empresas;Santo Domingo;Distrito Nacional;República Dominicana;Caribe;MAT-MA-10000201;Material de escritório;Materiais;Stiletto Tesouras, Aço;"859,04";7;"0,2";"268,24"
5632;MX-2022-102050;"9/25/2022";"9/29/2022";Classe padrão;LB-16930;Leonardo Barros;Grande Empresa;Managua;Managua;Nicarágua;Central;MAT-MA-10004420;Material de escritório;Materiais;Elite Tesouras, Industrial;"648,4";2;"0";"90,4"
5633;MX-2022-122371;"7/10/2022";"7/15/2022";Classe padrão;LB-16720;Lavinia Barbosa;Varejo;Morelia;Michoacán;México;Norte;MAT-AR-10002439;Material de escritório;Armazenamento;Eldon Armários, Tamanho real;"2639,2";2;"0";"52,4"
5634;MX-2020-101329;"9/28/2020";"10/2/2020";Classe padrão;EF-13510;Emily Fernandes;Grande Empresa;Soyapango;San Salvador;El Salvador;Central;MÓV-CA-10004202;Móveis;Cadeiras;Office Star Banqueta, Par;"1174,6";1;"0";"140,8"
